date,cgz_open_interest_chg
2021-02-25,4079.0
2021-02-26,-25456.0
2021-03-01,2521.0
2021-03-02,-173.0
2021-03-03,7412.0
2021-03-04,12626.0
2021-03-05,-8832.0
2021-03-08,-2685.0
2021-03-09,-1760.0
2021-03-10,1838.0
2021-03-11,-4338.0
